,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
59,60,CA-2013-111682,2023-06-18,2023-06-19,First Class,TB-21055,Ted Butterfield,Consumer,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3
60,61,CA-2013-111682,2023-06-18,2023-06-19,First Class,TB-21055,Ted Butterfield,Consumer,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362
61,62,CA-2013-111682,2023-06-18,2023-06-19,First Class,TB-21055,Ted Butterfield,Consumer,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84
62,63,CA-2012-135545,2022-11-24,2022-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512
63,64,CA-2012-135545,2022-11-24,2022-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612
64,65,CA-2012-135545,2022-11-24,2022-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631
65,66,CA-2012-135545,2022-11-24,2022-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328
66,67,US-2012-164175,2022-04-30,2022-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225
67,68,CA-2011-106376,2021-12-05,2021-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024
68,69,CA-2011-106376,2021-12-05,2021-12-10,Standard Class,BS-11590,Brendan Sweed,Corporate,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
69,70,CA-2013-119823,2023-06-05,2023-06-07,First Class,KD-16270,Karen Daniels,Consumer,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636
70,71,CA-2013-106075,2023-09-19,2023-09-24,Standard Class,HM-14980,Henry MacAllister,Consumer,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731
71,72,CA-2014-114440,2024-09-15,2024-09-18,Second Class,TB-21520,Tracy Blumstein,Consumer,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763
72,73,US-2012-134026,2022-04-26,2022-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912
73,74,US-2012-134026,2022-04-26,2022-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213
74,75,US-2012-134026,2022-04-26,2022-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196
75,76,US-2014-118038,2024-12-10,2024-12-12,First Class,KB-16600,Ken Brennan,Corporate,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344
76,77,US-2014-118038,2024-12-10,2024-12-12,First Class,KB-16600,Ken Brennan,Corporate,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248
77,78,US-2014-118038,2024-12-10,2024-12-12,First Class,KB-16600,Ken Brennan,Corporate,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724
78,79,US-2011-147606,2021-11-26,2021-12-01,Second Class,JE-15745,Joel Eaton,Consumer,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475
79,80,CA-2013-127208,2023-06-13,2023-06-16,First Class,SC-20770,Stewart Carmichael,Corporate,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2032
80,81,CA-2013-127208,2023-06-13,2023-06-16,First Class,SC-20770,Stewart Carmichael,Corporate,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.0352
81,82,CA-2011-139451,2021-10-12,2021-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172
82,83,CA-2011-139451,2021-10-12,2021-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031
83,84,CA-2012-149734,2022-09-03,2022-09-08,Standard Class,JC-16105,Julie Creighton,Corporate,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075
84,85,US-2014-119662,2024-11-14,2024-11-17,First Class,CS-12400,Christopher Schild,Home Office,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549
85,86,CA-2014-140088,2024-05-29,2024-05-31,Second Class,PO-18865,Patrick O'Donnell,Consumer,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156
86,87,CA-2014-155558,2024-10-27,2024-11-03,Standard Class,PG-18895,Paul Gonzalez,Consumer,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966
87,88,CA-2014-155558,2024-10-27,2024-11-03,Standard Class,PG-18895,Paul Gonzalez,Consumer,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568
88,89,CA-2013-159695,2023-04-06,2023-04-11,Second Class,GM-14455,Gary Mitchum,Home Office,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572
89,90,CA-2013-109806,2023-09-18,2023-09-23,Standard Class,JS-15685,Jim Sink,Corporate,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.633
90,91,CA-2013-109806,2023-09-18,2023-09-23,Standard Class,JS-15685,Jim Sink,Corporate,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782
91,92,CA-2013-109806,2023-09-18,2023-09-23,Standard Class,JS-15685,Jim Sink,Corporate,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.1104
92,93,CA-2012-149587,2022-01-31,2022-02-05,Second Class,KB-16315,Karl Braun,Consumer,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208
93,94,CA-2012-149587,2022-01-31,2022-02-05,Second Class,KB-16315,Karl Braun,Consumer,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.5354
94,95,CA-2012-149587,2022-01-31,2022-02-05,Second Class,KB-16315,Karl Braun,Consumer,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504
95,96,US-2014-109484,2024-11-07,2024-11-13,Standard Class,RB-19705,Roger Barcio,Home Office,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788
96,97,CA-2014-161018,2024-11-10,2024-11-12,Second Class,PN-18775,Parhena Norris,Home Office,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426
97,98,CA-2014-157833,2024-06-18,2024-06-21,First Class,KD-16345,Katherine Ducich,Consumer,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592
98,99,CA-2013-149223,2023-09-07,2023-09-12,Standard Class,ER-13855,Elpida Rittenbach,Corporate,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.5852
99,100,CA-2013-158568,2023-08-30,2023-09-03,Standard Class,RB-19465,Rick Bensley,Home Office,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184
100,101,CA-2013-158568,2023-08-30,2023-09-03,Standard Class,RB-19465,Rick Bensley,Home Office,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973
101,102,CA-2013-158568,2023-08-30,2023-09-03,Standard Class,RB-19465,Rick Bensley,Home Office,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396
102,103,CA-2013-129903,2023-12-02,2023-12-05,Second Class,GZ-14470,Gary Zandusky,Consumer,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0.0,11.7208
103,104,US-2012-156867,2022-11-13,2022-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758
104,105,US-2012-156867,2022-11-13,2022-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
105,106,US-2012-156867,2022-11-13,2022-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174
106,107,CA-2014-119004,2024-11-24,2024-11-29,Standard Class,JM-15250,Janet Martin,Consumer,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016
107,108,CA-2014-119004,2024-11-24,2024-11-29,Standard Class,JM-15250,Janet Martin,Consumer,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994
108,109,CA-2014-119004,2024-11-24,2024-11-29,Standard Class,JM-15250,Janet Martin,Consumer,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738
109,110,CA-2012-129476,2022-10-15,2022-10-20,Standard Class,PA-19060,Pete Armstrong,Home Office,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992
110,111,CA-2014-146780,2024-12-26,2024-12-31,Standard Class,CV-12805,Cynthia Voltz,Corporate,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096
111,112,CA-2013-128867,2023-11-04,2023-11-11,Standard Class,CL-12565,Clay Ludtke,Consumer,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.788
112,113,CA-2013-128867,2023-11-04,2023-11-11,Standard Class,CL-12565,Clay Ludtke,Consumer,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0.0,13.3476
113,114,CA-2011-115259,2021-08-25,2021-08-27,Second Class,RC-19960,Ryan Crowe,Consumer,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348
114,115,CA-2011-115259,2021-08-25,2021-08-27,Second Class,RC-19960,Ryan Crowe,Consumer,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652
115,116,CA-2011-115259,2021-08-25,2021-08-27,Second Class,RC-19960,Ryan Crowe,Consumer,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925
116,117,CA-2011-115259,2021-08-25,2021-08-27,Second Class,RC-19960,Ryan Crowe,Consumer,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316
117,118,CA-2012-110457,2022-03-02,2022-03-06,Standard Class,DK-13090,Dave Kipp,Consumer,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0.0,165.3813
118,119,US-2012-136476,2022-04-05,2022-04-10,Standard Class,GG-14650,Greg Guthrie,Corporate,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156
119,120,CA-2013-103730,2023-06-13,2023-06-16,First Class,SC-20725,Steven Cartwright,Consumer,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456
120,121,CA-2013-103730,2023-06-13,2023-06-16,First Class,SC-20725,Steven Cartwright,Consumer,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0.0,13.878
121,122,CA-2013-103730,2023-06-13,2023-06-16,First Class,SC-20725,Steven Cartwright,Consumer,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.4368
122,123,CA-2013-103730,2023-06-13,2023-06-16,First Class,SC-20725,Steven Cartwright,Consumer,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.759
